wavelength_um,metallic_tm_R,metallic_tm_T,metallic_tm_emissivity,metallic_te_R,metallic_te_T,metallic_te_emissivity,insulating_tm_R,insulating_tm_T,insulating_tm_emissivity,insulating_te_R,insulating_te_T,insulating_te_emissivity
1.135999999999999943e+01,4.897367907134457521e-02,1.781730937876635111e-03,9.492445899907788753e-01,1.605095492498501697e-01,1.258505384188644480e-03,8.382319453659612396e-01,9.849393940953955484e-01,7.500929579873919645e-03,7.559676324730531943e-03,9.835098206213988004e-01,7.565331252404556249e-03,8.924848126196642528e-03
1.136500000000000021e+01,4.899281901498913488e-02,1.781514010767784985e-03,9.492256669742431541e-01,1.606864334951931261e-01,1.258481115689941881e-03,8.380550853891168828e-01,9.849512746897230997e-01,7.498113398473497081e-03,7.550611911803403221e-03,9.835228347060678278e-01,7.562677590568176247e-03,8.914487703363995971e-03
1.137000000000000099e+01,4.901181769972094010e-02,1.781281430959371064e-03,9.492069008693196919e-01,1.608652450480497764e-01,1.258445050154384732e-03,8.378763099017958460e-01,9.849633119378842228e-01,7.495192600683048788e-03,7.541495461432728455e-03,9.835360006388350618e-01,7.559920009875791512e-03,8.904079351289145849e-03
1.137500000000000000e+01,4.903080955033656263e-02,1.781054132019949457e-03,9.491881363176435382e-01,1.610440010874068517e-01,1.258409920407303805e-03,8.376975889921859375e-01,9.849753451388364445e-01,7.492269467790110653e-03,7.532385393373444878e-03,9.835491644678593381e-01,7.557159088633945594e-03,8.893676443506717127e-03
1.137999999999999901e+01,4.904979496711087128e-02,1.780832086769706642e-03,9.491693729461193607e-01,1.612227016997899443e-01,1.258375723626859550e-03,8.375189225765832246e-01,9.849873742294372736e-01,7.489344028791929120e-03,7.523281741770797282e-03,9.835623261087520497e-01,7.554394859936021563e-03,8.883279031311929613e-03
1.138499999999999979e+01,4.906877434854924058e-02,1.780615268246694321e-03,9.491506103832040298e-01,1.614013469714651317e-01,1.258342457002216419e-03,8.373403105715326866e-01,9.849993991469294663e-01,7.486416312564143916e-03,7.514184540506389787e-03,9.835754854776064260e-01,7.551627356740185995e-03,8.872887165653388017e-03
1.139000000000000057e+01,4.908774809136821210e-02,1.780403649704762926e-03,9.491318482589270467e-01,1.615799369884430015e-01,1.258310117733473475e-03,8.371617528938235520e-01,9.850114198289171563e-01,7.483486347861013563e-03,7.505093823221830121e-03,9.835886424910201820e-01,7.548856611869210302e-03,8.862500897110606873e-03
1.139499999999999957e+01,4.910671659053622573e-02,1.780197204611429652e-03,9.491130862048523520e-01,1.617584718364696861e-01,1.258278703031588067e-03,8.369832494604986239e-01,9.850234362133861721e-01,7.480554163315382421e-03,7.496009623298445501e-03,9.836017970660706489e-01,7.546082658011075278e-03,8.852120275918275855e-03
1.140000000000000036e+01,4.912568023928347988e-02,1.779995906645768155e-03,9.490943238540707760e-01,1.619369516010388255e-01,1.258248210118360433e-03,8.368048001888428455e-01,9.850354482386908250e-01,7.477619787438845485e-03,7.486931973870329486e-03,9.836149491203214357e-01,7.543305527718648443e-03,8.841745351959915886e-03
1.140500000000000114e+01,4.914463942911170141e-02,1.779799729696404306e-03,9.490755608411918232e-01,1.621153763673865988e-01,1.258218636226351300e-03,8.366264049963870741e-01,9.850474558435587946e-01,7.474683248622100533e-03,7.477860907819104848e-03,9.836280985718330871e-01,7.540525253410321552e-03,8.831376174756591299e-03
1.141000000000000014e+01,4.916359454981719668e-02,1.779608647859474632e-03,9.490567968023233547e-01,1.622937462204919745e-01,1.258189978598864105e-03,8.364480638009091917e-01,9.850594589670784718e-01,7.471744575134601184e-03,7.468796457786927058e-03,9.836412453391332189e-01,7.537741867369870084e-03,8.821012793496910143e-03
1.141499999999999915e+01,4.918254598949838713e-02,1.779422635436615774e-03,9.490380313750650387e-01,1.624720612450794577e-01,1.258162234489831801e-03,8.362697765204307743e-01,9.850714575487258262e-01,7.468803795125223896e-03,7.459738656148949890e-03,9.836543893412539319e-01,7.534955401747068203e-03,8.810655256998999041e-03
1.141999999999999993e+01,4.920149413457385740e-02,1.779241666932950255e-03,9.490192641984931399e-01,1.626503215256168700e-01,1.258135401163832908e-03,8.360915430732193121e-01,9.850834515283330983e-01,7.465860936622158682e-03,7.450687535044742994e-03,9.836675304976874035e-01,7.532165888557297573e-03,8.800303613755298959e-03
1.142500000000000071e+01,4.922043936980384504e-02,1.779065717055185875e-03,9.490004949131409795e-01,1.628285271463216777e-01,1.258109475896006073e-03,8.359133633777823258e-01,9.850954408460970146e-01,7.462916027533095589e-03,7.441643126369889769e-03,9.836806687284213035e-01,7.529373359682340998e-03,8.789957911896354587e-03
1.142999999999999972e+01,4.923938207828661845e-02,1.778894760709608851e-03,9.489817231610038206e-01,1.630066781911533869e-01,1.258084455971975263e-03,8.357352373528745826e-01,9.851074254425866705e-01,7.459969095645386031e-03,7.432605461767943442e-03,9.836938039539174783e-01,7.526577846870206347e-03,8.779618199212316232e-03
1.143500000000000050e+01,4.925832264149609951e-02,1.778728773000237424e-03,9.489629485855036739e-01,1.631847747438238960e-01,1.258060338687860174e-03,8.355571649174883264e-01,9.851194052587330940e-01,7.457020168626231002e-03,7.423574572640674954e-03,9.837069360951113950e-01,7.523779381735402373e-03,8.769284523153203503e-03
1.143999999999999950e+01,4.927726143927614599e-02,1.778567729226845787e-03,9.489441708314970692e-01,1.633628168877886422e-01,1.258037121350163252e-03,8.353791459908611605e-01,9.851313802358392380e-01,7.454069274022657662e-03,7.414550490138104369e-03,9.837200650734168050e-01,7.520977995759472144e-03,8.758956930823721954e-03
1.144500000000000028e+01,4.929619884986796707e-02,1.778411604883113790e-03,9.489253895452489651e-01,1.635408047062539560e-01,1.258014801275754305e-03,8.352011804924702743e-01,9.851433503155621052e-01,7.451116439262057967e-03,7.405533245175836832e-03,9.837331908107229683e-01,7.518173720290538542e-03,8.748635468986493136e-03
1.144999999999999929e+01,4.931513524992009456e-02,1.778260375654846896e-03,9.489066043744249779e-01,1.637187382821741755e-01,1.257993375791802192e-03,8.350232683420339974e-01,9.851553154399215195e-01,7.448161691651902436e-03,7.396522868426578037e-03,9.837463132293851054e-01,7.515366586544228872e-03,8.738320184070665769e-03
1.145500000000000007e+01,4.933407101449902021e-02,1.778114017418058225e-03,9.488878149680829432e-01,1.638966176982555589e-01,1.257972842235750540e-03,8.348454094595086916e-01,9.851672755513110058e-01,7.445205058380407158e-03,7.387519390308587043e-03,9.837594322522422718e-01,7.512556625603502257e-03,8.728011122154225032e-03
1.146000000000000085e+01,4.935300651710584907e-02,1.777972506237158806e-03,9.488690209766570405e-01,1.640744430369542872e-01,1.257953197955244884e-03,8.346676037650904156e-01,9.851792305924678139e-01,7.442246566516194650e-03,7.378522841015991429e-03,9.837725478025880488e-01,7.509743868418940205e-03,8.717708328993011013e-03
1.146499999999999986e+01,4.937194212969142626e-02,1.777835818363275111e-03,9.488502220519452468e-01,1.642522143804764911e-01,1.257934440308084096e-03,8.344898511792153695e-01,9.851911805064983430e-01,7.439286243008921828e-03,7.369533250492735221e-03,9.837856598041959666e-01,7.506928345808991203e-03,8.707411849995041336e-03
1.147000000000000064e+01,4.939087822266420569e-02,1.777703930232259330e-03,9.488314178471035643e-01,1.644299318107830810e-01,1.257916566662187208e-03,8.343121516225546763e-01,9.852031252368644854e-01,7.436324114689097861e-03,7.360550648446416780e-03,9.837987681812977447e-01,7.504110088460265622e-03,8.697121730241990506e-03
1.147499999999999964e+01,4.940981516491656927e-02,1.777576818463188395e-03,9.488126080166202625e-01,1.646075954095827798e-01,1.257899574395506459e-03,8.341345050160217101e-01,9.852150647273890671e-01,7.433360208268556882e-03,7.351575064342375995e-03,9.838118728585986128e-01,7.501289126927508828e-03,8.686838014473879238e-03
1.148000000000000043e+01,4.942875332382122566e-02,1.777454459856442782e-03,9.487937922163223181e-01,1.647852052583433091e-01,1.257883460896035751e-03,8.339569112807606599e-01,9.852269989222508517e-01,7.430394550340448448e-03,7.342606527408699832e-03,9.838249737612603241e-01,7.498465491634269918e-03,8.676560747105405147e-03
1.148499999999999943e+01,4.944769306525013952e-02,1.777336831392112293e-03,9.487749701033577621e-01,1.649627614382823126e-01,1.257868223561712856e-03,8.337793703381560784e-01,9.852389277659752143e-01,7.427427167379542852e-03,7.333645066645242891e-03,9.838380708148990461e-01,7.495639212872716971e-03,8.666289972228236049e-03
1.149000000000000021e+01,4.946663475360563167e-02,1.777223910228220355e-03,9.487561413361661478e-01,1.651402640303744063e-01,1.257853859800402499e-03,8.336018821098252207e-01,9.852508512034565680e-01,7.424458085742356890e-03,7.324690710801075137e-03,9.838511639456168911e-01,7.492810320804065526e-03,8.656025733579042480e-03
1.149500000000000099e+01,4.948557875179550314e-02,1.777115673699055862e-03,9.487373055745054184e-01,1.653177131153472645e-01,1.257840367029827407e-03,8.334244465176229300e-01,9.852627691799242804e-01,7.421487331667378506e-03,7.315743488408341100e-03,9.838642530799458497e-01,7.489978845458865678e-03,8.645768074595284666e-03
1.150000000000000000e+01,4.950452542128593730e-02,1.777012099313632961e-03,9.487184624794005039e-01,1.654951087736875603e-01,1.257827742677543803e-03,8.332470634836348644e-01,9.852746816409780894e-01,7.418514931275176083e-03,7.306803427746734469e-03,9.838773381448944200e-01,7.487144816737022895e-03,8.635517038368557136e-03
1.150499999999999901e+01,4.952347512209186176e-02,1.776913164753871760e-03,9.486996117131542006e-01,1.656724510856369681e-01,1.257815984180864211e-03,8.330697329301821608e-01,9.852865885325591266e-01,7.415540910568873753e-03,7.297870556871999606e-03,9.838904190679151895e-01,7.484308264408510991e-03,8.625272667676299465e-03
1.150999999999999979e+01,4.954242821278846687e-02,1.776818847873095839e-03,9.486807529393385119e-01,1.658497401311932462e-01,1.257805088986832520e-03,8.328924547798198796e-01,9.852984898009584658e-01,7.412565295434010888e-03,7.288944903607523333e-03,9.839034957769290379e-01,7.481469218112838694e-03,8.615035004958124243e-03
1.151500000000000057e+01,4.956138505053114818e-02,1.776729126694435871e-03,9.486618858227743312e-01,1.660269759901148445e-01,1.257795054552183654e-03,8.327152289553330089e-01,9.853103853928180111e-01,7.409588111638940218e-03,7.280026495543048641e-03,9.839165682002899427e-01,7.478627707360143394e-03,8.604804092349913058e-03
1.151999999999999957e+01,4.958034599107150053e-02,1.776643979409143689e-03,9.486430100295193402e-01,1.662041587419155197e-01,1.257785878343254879e-03,8.325380553797412375e-01,9.853222752551280550e-01,7.406609384835010843e-03,7.271115360036934164e-03,9.839296362668217277e-01,7.475783761530861542e-03,8.594579971647409861e-03
1.152500000000000036e+01,4.959931138875826873e-02,1.776563384375153985e-03,9.486241252268665658e-01,1.663812884658696922e-01,1.257777557835982772e-03,8.323609339762942927e-01,9.853341593352288319e-01,7.403629140556661908e-03,7.262211524214506192e-03,9.839426999057824252e-01,7.472937409876288101e-03,8.584362684341286659e-03
1.153000000000000114e+01,4.961828159655962134e-02,1.776487320115384709e-03,9.486052310833250623e-01,1.665583652410162485e-01,1.257770090515880016e-03,8.321838646684678320e-01,9.853460375807988614e-01,7.400647404221994199e-03,7.253315014979144423e-03,9.839557590468942516e-01,7.470088681518562666e-03,8.574152271587184848e-03
1.153500000000000014e+01,4.963725696606452464e-02,1.776415765316389193e-03,9.485863272686190228e-01,1.667353891461456072e-01,1.257763473877890770e-03,8.320068473799765441e-01,9.853579099398654950e-01,7.397664201132476101e-03,7.244425859002028879e-03,9.839688136203081914e-01,7.467237605451247130e-03,8.563948774240562334e-03
1.153999999999999915e+01,4.965623784750883979e-02,1.776348698826700576e-03,9.485674134536644653e-01,1.669123602598164002e-01,1.257757705426445528e-03,8.318298820347571620e-01,9.853697763608038063e-01,7.394679556473577643e-03,7.235544082722616087e-03,9.839818635566344174e-01,7.464384210539326547e-03,8.553752232826256074e-03
1.154499999999999993e+01,4.967522458977446931e-02,1.776286099655319988e-03,9.485484893105702309e-01,1.670892786603473956e-01,1.257752782675378286e-03,8.316529685569772345e-01,9.853816367923213804e-01,7.391693495314734068e-03,7.226669712363885563e-03,9.839949087869199751e-01,7.461528525519580367e-03,8.543562687560443680e-03
1.155000000000000071e+01,4.969421754040369982e-02,1.776227946970365202e-03,9.485295545126258832e-01,1.672661444258193297e-01,1.257748703147868645e-03,8.314761068710327940e-01,9.853934911834761889e-01,7.388706042609776044e-03,7.217802773914035012e-03,9.840079492426558883e-01,7.458670579000906825e-03,8.533380178343204919e-03
1.155499999999999972e+01,4.971321704562596533e-02,1.776174220097447585e-03,9.485106087342766168e-01,1.674429576340763781e-01,1.257745464376423383e-03,8.312992969015472466e-01,9.854053394836623792e-01,7.385717223196967829e-03,7.208943293140653019e-03,9.840209848557681660e-01,7.455810399464336824e-03,8.523204744767497176e-03
1.156000000000000050e+01,4.973222345033521952e-02,1.776124898518344599e-03,9.484916516511464613e-01,1.676197183627262388e-01,1.257743063902803157e-03,8.311225385733709281e-01,9.854171816426167130e-01,7.382727061799316051e-03,7.200091295583970971e-03,9.840340155586299042e-01,7.452948015263624604e-03,8.513036426106471155e-03
1.156499999999999950e+01,4.975123709814531503e-02,1.776079961869484304e-03,9.484726829399852122e-01,1.677964266891421308e-01,1.257741499278012100e-03,8.309458318115798825e-01,9.854290176104105736e-01,7.379735583024970430e-03,7.191246806564455946e-03,9.840470412840431891e-01,7.450083454625344020e-03,8.502875261331466900e-03
1.157000000000000028e+01,4.977025833136100585e-02,1.776039389940531994e-03,9.484537022786984073e-01,1.679730826904619057e-01,1.257740768062219974e-03,8.307691765414758622e-01,9.854408473374547395e-01,7.376742811367063314e-03,7.182409851178197212e-03,9.840600619652515313e-01,7.447216745649062018e-03,8.492721289099405824e-03
1.157499999999999929e+01,4.978928749101858842e-02,1.776003162673078090e-03,9.484347093463082468e-01,1.681496864435879091e-01,1.257740867824737666e-03,8.305925726885874383e-01,9.854526707744950542e-01,7.373748771204237037e-03,7.173580454300708745e-03,9.840730775359306515e-01,7.444347916307799198e-03,8.482574547761549330e-03
1.158000000000000007e+01,4.980832491687414709e-02,1.775971260159064317e-03,9.484157038229668046e-01,1.683262380251922541e-01,1.257741796143986828e-03,8.304160201786637829e-01,9.854644878726055435e-01,7.370753486800919740e-03,7.164758640593536787e-03,9.840860879301889241e-01,7.441476994448234517e-03,8.472435075362841350e-03
1.158500000000000085e+01,4.982737094743408535e-02,1.775943662639639003e-03,9.483966853899262750e-01,1.685027375117097714e-01,1.257743550607412063e-03,8.302395189376828855e-01,9.854762985832105082e-01,7.367756982307367870e-03,7.155944434482123910e-03,9.840990930825593841e-01,7.438604007791121617e-03,8.462302909649494290e-03
1.158999999999999986e+01,4.984642591996032990e-02,1.775920350503599077e-03,9.483776537295360853e-01,1.686791849793468634e-01,1.257746128811492413e-03,8.300630688918416711e-01,9.854881028580474434e-01,7.364759281760114608e-03,7.147137860192442037e-03,9.841120929280204876e-01,7.435728983931019082e-03,8.452178088048493271e-03
1.159500000000000064e+01,4.986549017046642412e-02,1.775901304286131750e-03,9.483586085252474485e-01,1.688555805040772850e-01,1.257749528361673920e-03,8.298866699675611081e-01,9.854999006492012326e-01,7.361760409081995887e-03,7.138338941716771552e-03,9.841250874019559225e-01,7.432851950337532494e-03,8.442060647706545878e-03
1.159999999999999964e+01,4.988456403374980780e-02,1.775886504667478554e-03,9.483395494615827204e-01,1.690319241616403678e-01,1.257753746872283763e-03,8.297103220914873178e-01,9.855116919090785021e-01,7.358760388082466117e-03,7.129547702839031734e-03,9.841380764401970183e-01,7.429972934354539885e-03,8.431950625448441858e-03
1.160500000000000043e+01,4.990364784339015869e-02,1.775875932471633221e-03,9.483204762241381758e-01,1.692082160275519831e-01,1.257758781966582728e-03,8.295340251904814721e-01,9.855234765904159477e-01,7.355759242458015379e-03,7.120764167126036881e-03,9.841510599789866642e-01,7.427091963201136286e-03,8.421848057812198612e-03
1.160999999999999943e+01,4.992274193176170216e-02,1.775869568664986209e-03,9.483013884995733500e-01,1.693844561770913026e-01,1.257764631276649635e-03,8.293577791916320052e-01,9.855352546462787799e-01,7.352756995792217136e-03,7.111988357929002920e-03,9.841640379549927431e-01,7.424209063971893077e-03,8.411752981035363827e-03
1.161500000000000021e+01,4.994184663004608282e-02,1.775867394355067682e-03,9.482822859755988265e-01,1.695606446853135663e-01,1.257771292443353797e-03,8.291815840222431788e-01,9.855470260300620566e-01,7.349753671556010989e-03,7.103220298381932377e-03,9.841770103053100183e-01,7.421324263636797265e-03,8.401665431053185334e-03
1.162000000000000099e+01,4.996096226824318920e-02,1.775869390789312600e-03,9.482631683409674661e-01,1.697367816270429763e-01,1.257778763116334858e-03,8.290054396098407441e-01,9.855587906954834665e-01,7.346749293108019267e-03,7.094460011408514240e-03,9.841899769674431475e-01,7.418437589041897672e-03,8.391585443514953946e-03
1.162500000000000000e+01,4.998008917517058475e-02,1.775875539353714795e-03,9.482440352854756282e-01,1.699128670768772775e-01,1.257787040953926459e-03,8.288293458821688331e-01,9.855705485965831070e-01,7.343743883694880958e-03,7.085707519722012071e-03,9.842029378793284433e-01,7.415549066909291054e-03,8.381513053762265630e-03
1.162999999999999901e+01,4.999927618998033230e-02,1.775890422764670514e-03,9.482248333872549395e-01,1.700884027080426797e-01,1.257799247946829501e-03,8.286537980440105144e-01,9.855822593880219085e-01,7.340763136198273295e-03,7.076977475779818241e-03,9.842158539359149305e-01,7.412684072517093138e-03,8.371461991567977212e-03
1.163499999999999979e+01,5.001854290021931493e-02,1.775915730507275202e-03,9.482055413692733747e-01,1.702631995703144940e-01,1.257816562403537728e-03,8.284789838672819151e-01,9.855939077581726826e-01,7.337816801696808375e-03,7.068275440130509027e-03,9.842287102620768113e-01,7.409852244699771488e-03,8.361437493223416312e-03
1.164000000000000057e+01,5.003782295307826478e-02,1.775945072263033359e-03,9.481862319746586776e-01,1.704379463496927538e-01,1.257834663587464917e-03,8.283042189867197980e-01,9.856055493498212527e-01,7.334869433320938097e-03,7.059581216857809156e-03,9.842415607393959487e-01,7.407018586059417598e-03,8.351420674544633715e-03
1.164499999999999957e+01,5.005711666673373639e-02,1.775978430328975250e-03,9.481669049029373131e-01,1.706126431194017745e-01,1.257853549236690816e-03,8.281295033313615939e-01,9.856171841191262439e-01,7.331921053509325367e-03,7.050894827364430698e-03,9.842544053086093037e-01,7.404183122402254076e-03,8.341411568988443132e-03
1.165000000000000036e+01,5.007642435826659133e-02,1.776015787131116075e-03,9.481475598546023065e-01,1.707872899524368049e-01,1.257873217097604714e-03,8.279548368304656680e-01,9.856288120225671356e-01,7.328971684593247639e-03,7.042216292839616719e-03,9.842672439108584026e-01,7.401345879415564821e-03,8.331410209726032579e-03
1.165500000000000114e+01,5.009574634366024959e-02,1.776057125223414043e-03,9.481281965311163518e-01,1.709618869215681902e-01,1.257893664924863595e-03,8.277802194135068792e-01,9.856404330169273864e-01,7.326021348796978548e-03,7.033545634275635040e-03,9.842800764876724617e-01,7.398506882668690748e-03,8.321416629658847514e-03
1.166000000000000014e+01,5.011508293782650225e-02,1.776102427286576236e-03,9.481088146348869428e-01,1.711364340993387079e-01,1.257914890481363077e-03,8.276056510101800212e-01,9.856520470592985417e-01,7.323070068238039451e-03,7.024882872463418873e-03,9.842929029809879271e-01,7.395666157612721010e-03,8.311430861399352749e-03
1.166499999999999915e+01,5.013443445460601805e-02,1.776151676126944915e-03,9.480894138692670392e-01,1.713109315580670089e-01,1.257936891538194478e-03,8.274311315503948272e-01,9.856636541070837865e-01,7.320117864927519480e-03,7.016228027988694049e-03,9.843057233331323763e-01,7.392823729581212040e-03,8.301452937286412509e-03
1.166999999999999993e+01,5.015380120676746212e-02,1.776204854675423076e-03,9.480699939385570651e-01,1.714853793698455642e-01,1.257959665874589742e-03,8.272566609642798552e-01,9.856752541179820692e-01,7.317164760770007020e-03,7.007581121247923733e-03,9.843185374868215209e-01,7.389979623790250869e-03,8.291482889388229055e-03
1.167500000000000071e+01,5.017318350603860305e-02,1.776261945986354254e-03,9.480505545479750440e-01,1.716597776065442171e-01,1.257983211277923386e-03,8.270822391821778252e-01,9.856868470500100843e-01,7.314210777564228091e-03,6.998942172425687627e-03,9.843313453851816330e-01,7.387133865338717069e-03,8.281520749479649030e-03
1.167999999999999972e+01,5.019258166309717439e-02,1.776322933236375648e-03,9.480310954036664794e-01,1.718341263398090180e-01,1.258007525543637260e-03,8.269078661346473957e-01,9.856984328614780688e-01,7.311255937003140887e-03,6.990311201518790291e-03,9.843441469717066905e-01,7.384286479208648779e-03,8.271566549084660713e-03
1.168500000000000050e+01,5.021199598758423893e-02,1.776387799723447552e-03,9.480116162126923651e-01,1.720084256410623624e-01,1.258032606475224281e-03,8.267335417524623864e-01,9.857100115110027927e-01,7.308300260674256699e-03,6.981688228322950607e-03,9.843569421902956806e-01,7.381437490265617407e-03,8.261620319438701954e-03
1.168999999999999950e+01,5.023142678811944734e-02,1.776456528865709731e-03,9.479921166830148627e-01,1.721826755815043519e-01,1.258058451884166637e-03,8.265592659666114450e-01,9.857215829575036725e-01,7.305343770059802982e-03,6.973073272436524500e-03,9.843697309852239563e-01,7.378586923258804824e-03,8.251682091517237999e-03
1.169500000000000028e+01,5.025087437230753989e-02,1.776529104200400694e-03,9.479725965234919727e-01,1.723568762321158743e-01,1.258085059589944456e-03,8.263850387082941618e-01,9.857331471601967765e-01,7.302386486536974024e-03,6.964466353266249472e-03,9.843825133011683270e-01,7.375734802821535922e-03,8.241751896010136164e-03
1.169999999999999929e+01,5.027033904673765957e-02,1.776605509382911830e-03,9.479530554438794221e-01,1.725310276636529139e-01,1.258112427419937366e-03,8.262108599089271754e-01,9.857447040786031511e-01,7.299428431378421865e-03,6.955867490018427003e-03,9.843952890831719760e-01,7.372881153471432143e-03,8.231829763356592750e-03
1.170500000000000007e+01,5.028982111699766694e-02,1.776685728185668518e-03,9.479334931548166754e-01,1.727051299466560996e-01,1.258140553209441403e-03,8.260367295001345145e-01,9.857562536725346103e-01,7.296469625752127069e-03,6.947276701713262642e-03,9.844080582766756571e-01,7.370025999610508617e-03,8.221915723713835167e-03
1.171000000000000085e+01,5.030932088769133476e-02,1.776769744497144364e-03,9.479139093678115024e-01,1.728791831514424338e-01,1.258169434801613288e-03,8.258626474137559237e-01,9.857677959021058367e-01,7.293510090722123834e-03,6.938694007172039463e-03,9.844208208274946026e-01,7.367169365525969536e-03,8.212009806979427007e-03
1.171499999999999986e+01,5.032883866243677284e-02,1.776857542320811481e-03,9.478943037952424211e-01,1.730531873481118421e-01,1.258199070047417946e-03,8.256886135818407579e-01,9.857793307277222805e-01,7.290549847248405449e-03,6.930119425029314037e-03,9.844335766818250733e-01,7.364311275390117949e-03,8.202112042784807933e-03
1.172000000000000064e+01,5.034837474387630907e-02,1.776949105774197450e-03,9.478746761503494822e-01,1.732271426065450926e-01,1.258229456805615935e-03,8.255146279366493145e-01,9.857908581100931489e-01,7.287588916187272975e-03,6.921552973719578145e-03,9.844463257862443584e-01,7.361451753260635916e-03,8.192222460495005715e-03
1.172499999999999964e+01,5.036792943368074982e-02,1.777044419087861612e-03,9.478550261472313831e-01,1.734010489964073476e-01,1.258260592942725496e-03,8.253406904106499464e-01,9.858023780102069811e-01,7.284627318291870407e-03,6.912994671501148519e-03,9.844590680877038924e-01,7.358590823081087584e-03,8.182341089215020014e-03
1.173000000000000043e+01,5.038750303257845398e-02,1.777143466604334506e-03,9.478353535008172681e-01,1.735749065871429742e-01,1.258292476332949477e-03,8.251668009365240586e-01,9.858138903893544081e-01,7.281665074211992120e-03,6.904444536433599830e-03,9.844718035335350281e-01,7.355728508681116072e-03,8.172467957783854930e-03
1.173499999999999943e+01,5.040709584032639079e-02,1.777246232777364345e-03,9.478156579268961490e-01,1.737487154479834817e-01,1.258325104858214367e-03,8.249929594471582250e-01,9.858253952091222683e-01,7.278702204494755940e-03,6.895902586382975791e-03,9.844845320714363801e-01,7.352864833776884095e-03,8.162603094786734931e-03
1.174000000000000021e+01,5.042670815575348020e-02,1.777352702170673657e-03,9.477959391420758273e-01,1.739224756479435807e-01,1.258358476408055369e-03,8.248191658756482969e-01,9.858368924313731796e-01,7.275738729584695086e-03,6.887368839042125324e-03,9.844972536494833726e-01,7.349999821970958601e-03,8.152746528545667948e-03
1.174500000000000099e+01,5.044634027675518051e-02,1.777462859457193184e-03,9.477761968637875567e-01,1.740961872558215995e-01,1.258392588879631143e-03,8.246454201552988472e-01,9.858483820182700752e-01,7.272774669824029654e-03,6.878843311905895146e-03,9.845099682161271293e-01,7.347133496753205893e-03,8.142898287119663958e-03
1.175000000000000000e+01,5.046599250029357858e-02,1.777576689418072222e-03,9.477564308102883750e-01,1.742698503402022592e-01,1.258427440177675022e-03,8.244717222196200623e-01,9.858598639322571078e-01,7.269810045452982337e-03,6.870326022289909886e-03,9.845226757201785972e-01,7.344265881500558306e-03,8.133058398320843624e-03
1.175499999999999901e+01,5.048566512241389748e-02,1.777694176941782859e-03,9.477366407006443394e-01,1.744434649694578399e-01,1.258463028214457276e-03,8.242980720023277419e-01,9.858713381360723060e-01,7.266844876610039500e-03,6.861816987317654465e-03,9.845353761108177615e-01,7.341396999477530286e-03,8.123226889704708228e-03
1.175999999999999979e+01,5.050535843826070570e-02,1.777815307023018852e-03,9.477168262547163158e-01,1.746170312117448775e-01,1.258499350909751289e-03,8.241244694373454083e-01,9.858828045927349182e-01,7.263879183332277306e-03,6.853316223932804513e-03,9.845480693376016390e-01,7.338526873836789116e-03,8.113403788561571878e-03
1.176500000000000057e+01,5.052507274206224919e-02,1.777940064762134880e-03,9.476969871931755218e-01,1.747905491350094376e-01,1.258536406190810791e-03,8.239509144587997547e-01,9.858942632655443017e-01,7.260912985555538664e-03,6.844823748900159648e-03,9.845607553504429621e-01,7.335655527619173999e-03,8.103589121937863904e-03
1.176999999999999957e+01,5.054480832716003180e-02,1.778068435363804956e-03,9.476771232374762155e-01,1.749640188069832569e-01,1.258574191992301982e-03,8.237774070010245309e-01,9.859057141180951334e-01,7.257946303114889454e-03,6.836339578789977188e-03,9.845734340996217249e-01,7.332782983753558144e-03,8.093782916624717855e-03
1.177500000000000036e+01,5.056456548600798268e-02,1.778200404136456468e-03,9.476572341098555841e-01,1.751374402951881570e-01,1.258612706256308526e-03,8.236039469985555472e-01,9.859171571142523183e-01,7.254979155744590777e-03,6.827863730003090950e-03,9.845861055357751912e-01,7.329909265058368387e-03,8.083985199166440413e-03
1.178000000000000114e+01,5.058434451017781996e-02,1.778335956491275752e-03,9.476373195333309685e-01,1.753108136669365158e-01,1.258651946932293599e-03,8.234305343861311188e-01,9.859285922181698636e-01,7.252011563078622838e-03,6.819396218751513569e-03,9.845987696099094411e-01,7.327034394240602468e-03,8.074195995849957341e-03
1.178500000000000014e+01,5.060414569037065963e-02,1.778475077941282616e-03,9.476173792316880951e-01,1.754841389893287973e-01,1.258691911977046331e-03,8.232571690986941748e-01,9.859400193942748913e-01,7.249043544651081333e-03,6.810937061074027327e-03,9.846114262733836053e-01,7.324158393896921040e-03,8.064415332719473625e-03
1.178999999999999915e+01,5.062396931641703623e-02,1.778617754100535403e-03,9.475974129294825188e-01,1.756574163292549673e-01,1.258732599354641041e-03,8.230838510713903711e-01,9.859514386072836256e-01,7.246075119896113262e-03,6.802486272820261123e-03,9.846240754779111981e-01,7.321281286513697112e-03,8.054643235575104782e-03
1.179499999999999993e+01,5.064381567730133482e-02,1.778763970683209855e-03,9.475774203520154204e-01,1.758306457533998501e-01,1.258774007036445909e-03,8.229105802395637603e-01,9.859628498221773008e-01,7.243106308148422601e-03,6.794043869674276648e-03,9.846367171755727732e-01,7.318403094467433243e-03,8.044879729959793571e-03
