wavelength_um,R,T,A,R_plus_T_plus_A
1.057499999999999885e+00,7.288143961000280724e-01,4.552070359525270279e-05,2.711400831963766689e-01,1.000000000000000000e+00
1.057749999999999968e+00,7.275811025028273704e-01,4.558420237047474381e-05,2.723733132948021329e-01,1.000000000000000000e+00
1.058000000000000052e+00,7.263661730573565123e-01,4.565152621500828125e-05,2.735881754164284918e-01,1.000000000000000000e+00
1.058249999999999913e+00,7.251706056443310011e-01,4.572268866277150970e-05,2.747836716670062351e-01,1.000000000000000000e+00
1.058499999999999996e+00,7.239954091979298179e-01,4.579769961035416856e-05,2.759587931024598539e-01,1.000000000000000000e+00
1.058749999999999858e+00,7.228416024214865399e-01,4.587656516924372001e-05,2.771125210133442152e-01,1.000000000000000000e+00
1.058999999999999941e+00,7.217102124172681821e-01,4.595928752105806039e-05,2.782438282952107711e-01,1.000000000000000000e+00
1.059250000000000025e+00,7.206022732303440925e-01,4.604586477641040357e-05,2.793516809048794958e-01,1.000000000000000000e+00
1.059499999999999886e+00,7.195188243076886536e-01,4.613629083808224850e-05,2.804350394014732406e-01,1.000000000000000000e+00
1.059749999999999970e+00,7.184609088729455584e-01,4.623055526918066138e-05,2.814928605717852417e-01,1.000000000000000000e+00
1.060000000000000053e+00,7.174295722193781977e-01,4.632864316699999931e-05,2.825240991374547983e-01,1.000000000000000000e+00
1.060249999999999915e+00,7.164258599222929069e-01,4.643053504329937336e-05,2.835277095426638194e-01,1.000000000000000000e+00
1.060499999999999998e+00,7.154508159742108964e-01,4.653620671175902069e-05,2.845026478190773589e-01,1.000000000000000000e+00
1.060749999999999860e+00,7.145054808451459794e-01,4.664562918327282246e-05,2.854478735256707478e-01,1.000000000000000000e+00
1.060999999999999943e+00,7.135908894728643093e-01,4.675876856991517769e-05,2.863623517585657807e-01,1.000000000000000000e+00
1.061250000000000027e+00,7.127080691860490091e-01,4.687558599827051860e-05,2.872450552279527392e-01,1.000000000000000000e+00
1.061499999999999888e+00,7.118580375662725279e-01,4.699603753284945006e-05,2.880949663961946405e-01,1.000000000000000000e+00
1.061749999999999972e+00,7.110418002536786908e-01,4.712007411032691407e-05,2.889110796722109686e-01,1.000000000000000000e+00
1.062000000000000055e+00,7.102603487022850492e-01,4.724764148532652463e-05,2.896924036562296134e-01,1.000000000000000000e+00
1.062249999999999917e+00,7.095146578918644087e-01,4.737868018836832951e-05,2.904379634279471989e-01,1.000000000000000000e+00
1.062500000000000000e+00,7.088056840025811489e-01,4.751312549672586928e-05,2.911468028719221279e-01,1.000000000000000000e+00
1.062749999999999861e+00,7.081343620615497825e-01,4.765090741871003658e-05,2.918179870310315116e-01,1.000000000000000000e+00
1.062999999999999945e+00,7.075016035670104175e-01,4.779195069203623380e-05,2.924506044822975381e-01,1.000000000000000000e+00
1.063250000000000028e+00,7.069082941015346622e-01,4.793617479676738207e-05,2.930437697236685790e-01,1.000000000000000000e+00
1.063499999999999890e+00,7.063552909409138714e-01,4.808349398331564467e-05,2.935966255651027979e-01,1.000000000000000000e+00
1.063749999999999973e+00,7.058434206691951429e-01,4.823381731596325091e-05,2.941083455134889113e-01,1.000000000000000000e+00
1.064000000000000057e+00,7.053734768097249530e-01,4.838704873220948688e-05,2.945781361415428234e-01,1.000000000000000000e+00
1.064249999999999918e+00,7.049462174821979898e-01,4.854308711825707233e-05,2.950052394306837411e-01,1.000000000000000000e+00
1.064500000000000002e+00,7.045623630953061767e-01,4.870182640087390697e-05,2.953889350782929468e-01,1.000000000000000000e+00
1.064749999999999863e+00,7.042225940865011191e-01,4.886315565577096322e-05,2.957285427578431047e-01,1.000000000000000000e+00
1.064999999999999947e+00,7.039275487194688319e-01,4.902695923250926792e-05,2.960234243212986338e-01,1.000000000000000000e+00
1.065250000000000030e+00,7.036778209490369695e-01,4.919311689596279354e-05,2.962729859340670902e-01,1.000000000000000000e+00
1.065499999999999892e+00,7.034739583650099215e-01,4.936150398422937399e-05,2.964766801310058653e-01,1.000000000000000000e+00
1.065749999999999975e+00,7.033164602257548914e-01,4.953199158267666965e-05,2.966340077826624122e-01,1.000000000000000000e+00
1.066000000000000059e+00,7.032057755909908447e-01,4.970444671397472065e-05,2.967445199622951724e-01,1.000000000000000000e+00
1.066249999999999920e+00,7.031423015654484354e-01,4.987873254361463405e-05,2.968078197020079245e-01,1.000000000000000000e+00
1.066500000000000004e+00,7.031263816611165174e-01,5.005470860047084720e-05,2.968235636302830049e-01,1.000000000000000000e+00
1.066749999999999865e+00,7.031583042898622571e-01,5.023223101177616497e-05,2.967914634791259942e-01,1.000000000000000000e+00
1.066999999999999948e+00,7.032383013938705574e-01,5.041115275194134039e-05,2.967112874533774924e-01,1.000000000000000000e+00
1.067250000000000032e+00,7.033665472228819437e-01,5.059132390425880575e-05,2.965828614532137752e-01,1.000000000000000000e+00
1.067499999999999893e+00,7.035431572656694055e-01,5.077259193491486298e-05,2.964060701423956723e-01,1.000000000000000000e+00
1.067749999999999977e+00,7.037681873430673418e-01,5.095480197809957104e-05,2.961808578549545712e-01,1.000000000000000000e+00
1.068000000000000060e+00,7.040416328694210080e-01,5.113779713139735000e-05,2.959072293334475967e-01,1.000000000000000000e+00
1.068249999999999922e+00,7.043634282864565943e-01,5.132141876026340258e-05,2.955852502947831639e-01,1.000000000000000000e+00
1.068500000000000005e+00,7.047334466756880467e-01,5.150550681049599795e-05,2.952150478175014636e-01,1.000000000000000000e+00
1.068749999999999867e+00,7.051514995516836581e-01,5.168990012748875973e-05,2.947968105481888479e-01,1.000000000000000000e+00
1.068999999999999950e+00,7.056173368411603475e-01,5.187443678091628390e-05,2.943307887220587560e-01,1.000000000000000000e+00
1.069250000000000034e+00,7.061306470458864615e-01,5.205895439372611308e-05,2.938172939997197863e-01,1.000000000000000000e+00
1.069499999999999895e+00,7.066910575938077921e-01,5.224329047392114208e-05,2.932566991157182779e-01,1.000000000000000000e+00
1.069749999999999979e+00,7.072981353760395828e-01,5.242728274786019127e-05,2.926494373412125705e-01,1.000000000000000000e+00
1.069999999999999840e+00,7.079513874688841968e-01,5.261076949367910919e-05,2.919960017616221037e-01,1.000000000000000000e+00
1.070249999999999924e+00,7.086502620376368133e-01,5.279358987351482799e-05,2.912969443724896523e-01,1.000000000000000000e+00
1.070500000000000007e+00,7.093941494205971976e-01,5.297558426299382766e-05,2.905528749951398204e-01,1.000000000000000000e+00
1.070749999999999869e+00,7.101823833864978619e-01,5.315659457680524803e-05,2.897644600189253072e-01,1.000000000000000000e+00
1.070999999999999952e+00,7.110142425620973317e-01,5.333646458890217891e-05,2.889324209733137860e-01,1.000000000000000000e+00
1.071250000000000036e+00,7.118889520218817379e-01,5.351504024604317725e-05,2.880575329378722294e-01,1.000000000000000000e+00
1.071499999999999897e+00,7.128056850336381700e-01,5.369216997347054721e-05,2.871406227963883562e-01,1.000000000000000000e+00
1.071749999999999980e+00,7.137635649518213610e-01,5.386770497140272397e-05,2.861825673432072392e-01,1.000000000000000000e+00
1.072000000000000064e+00,7.147616672493287693e-01,5.404149950131288362e-05,2.851842912511698969e-01,1.000000000000000000e+00
1.072249999999999925e+00,7.157990216793875815e-01,5.421341116075858139e-05,2.841467649094516768e-01,1.000000000000000000e+00
1.072500000000000009e+00,7.168746145556746940e-01,5.438330114589464987e-05,2.830710021431794288e-01,1.000000000000000000e+00
1.072749999999999870e+00,7.179873911413610088e-01,5.455103450066121868e-05,2.819580578241383528e-01,1.000000000000000000e+00
1.072999999999999954e+00,7.191362581365530193e-01,5.471648035182656176e-05,2.808090253830951566e-01,1.000000000000000000e+00
1.073250000000000037e+00,7.203200862507546098e-01,5.487951212895065753e-05,2.796250342371164321e-01,1.000000000000000000e+00
1.073499999999999899e+00,7.215377128499164128e-01,5.504000776901884183e-05,2.784072471423145734e-01,1.000000000000000000e+00
1.073749999999999982e+00,7.227879446672991204e-01,5.519784990465055694e-05,2.771568574827962261e-01,1.000000000000000000e+00
1.073999999999999844e+00,7.240695605620383057e-01,5.535292603590310525e-05,2.758750865119257711e-01,1.000000000000000000e+00
1.074249999999999927e+00,7.253813143193974522e-01,5.550512868485483683e-05,2.745631805519176960e-01,1.000000000000000000e+00
1.074500000000000011e+00,7.267219374748125071e-01,5.565435553305657400e-05,2.732224081696544293e-01,1.000000000000000000e+00
1.074749999999999872e+00,7.280901421539681673e-01,5.580050954147535938e-05,2.718540573364903734e-01,1.000000000000000000e+00
1.074999999999999956e+00,7.294846239158248036e-01,5.594349905289134733e-05,2.704594325851222836e-01,1.000000000000000000e+00
1.075250000000000039e+00,7.309040645861480945e-01,5.608323787673490281e-05,2.690398521759751471e-01,1.000000000000000000e+00
1.075499999999999901e+00,7.323471350732460028e-01,5.621964535666541064e-05,2.675966452813973162e-01,1.000000000000000000e+00
1.075749999999999984e+00,7.338124981532127000e-01,5.635264642068995753e-05,2.661311492003666235e-01,1.000000000000000000e+00
1.076000000000000068e+00,7.352988112147744726e-01,5.648217161457069773e-05,2.646447066136109472e-01,1.000000000000000000e+00
1.076249999999999929e+00,7.368047289557559942e-01,5.660815711847230308e-05,2.631386628871255073e-01,1.000000000000000000e+00
1.076500000000000012e+00,7.383289060201047027e-01,5.673054474756562642e-05,2.616143634351477121e-01,1.000000000000000000e+00
1.076749999999999874e+00,7.398699995691858655e-01,5.684928193690996599e-05,2.600731511488772463e-01,1.000000000000000000e+00
1.076999999999999957e+00,7.414266717776946125e-01,5.696432171126443851e-05,2.585163639005941261e-01,1.000000000000000000e+00
1.077250000000000041e+00,7.429975922488243345e-01,5.707562264038572726e-05,2.569453321285352643e-01,1.000000000000000000e+00
1.077499999999999902e+00,7.445814403408170801e-01,5.718314878058036250e-05,2.553613765104023603e-01,1.000000000000000000e+00
1.077749999999999986e+00,7.461769074008113289e-01,5.728686960300005535e-05,2.537658057295856806e-01,1.000000000000000000e+00
1.077999999999999847e+00,7.477826988997341440e-01,5.738675990966633642e-05,2.521599143403561727e-01,1.000000000000000000e+00
1.078249999999999931e+00,7.493975364640109715e-01,5.748279973791064324e-05,2.505449807362511438e-01,1.000000000000000000e+00
1.078500000000000014e+00,7.510201598016825741e-01,5.757497425388247180e-05,2.489222652240635492e-01,1.000000000000000000e+00
1.078749999999999876e+00,7.526493285185800186e-01,5.766327363618134076e-05,2.472930082077837988e-01,1.000000000000000000e+00
1.078999999999999959e+00,7.542838238230472614e-01,5.774769295025813611e-05,2.456584284840024890e-01,1.000000000000000000e+00
1.079250000000000043e+00,7.559224501177795874e-01,5.782823201442764493e-05,2.440197216502059951e-01,1.000000000000000000e+00
1.079499999999999904e+00,7.575640364770199753e-01,5.790489525843577783e-05,2.423780586277215765e-01,1.000000000000000000e+00
1.079749999999999988e+00,7.592074380091851094e-01,5.797769157529521065e-05,2.407345842992396068e-01,1.000000000000000000e+00
1.079999999999999849e+00,7.608515371053828913e-01,5.804663416720994896e-05,2.390904162604499117e-01,1.000000000000000000e+00
1.080249999999999932e+00,7.624952445736911111e-01,5.811174038644008382e-05,2.374466436859224427e-01,1.000000000000000000e+00
1.080500000000000016e+00,7.641375006608536191e-01,5.817303157181178839e-05,2.358043263075745577e-01,1.000000000000000000e+00
1.080749999999999877e+00,7.657772759630808723e-01,5.823053288181617747e-05,2.341644935040373132e-01,1.000000000000000000e+00
1.080999999999999961e+00,7.674135722275685634e-01,5.828427312467245503e-05,2.325281434993067553e-01,1.000000000000000000e+00
1.081250000000000044e+00,7.690454230477220543e-01,5.833428458654341868e-05,2.308962426676914037e-01,1.000000000000000000e+00
1.081499999999999906e+00,7.706718944536344873e-01,5.838060285801056220e-05,2.292697249435075024e-01,1.000000000000000000e+00
1.081749999999999989e+00,7.722920854034073246e-01,5.842326666007653359e-05,2.276494913299325906e-01,1.000000000000000000e+00
1.081999999999999851e+00,7.739051281746948119e-01,5.846231766981547140e-05,2.260364095076353719e-01,1.000000000000000000e+00
1.082249999999999934e+00,7.755101886639806930e-01,5.849780034642150755e-05,2.244313135356728883e-01,1.000000000000000000e+00
1.082500000000000018e+00,7.771064665952019945e-01,5.852976175827209694e-05,2.228350036430397363e-01,1.000000000000000000e+00
1.082749999999999879e+00,7.786931956413329914e-01,5.855825141137091294e-05,2.212482461072556306e-01,1.000000000000000000e+00
1.082999999999999963e+00,7.802696434643088264e-01,5.858332107975541895e-05,2.196717732146114266e-01,1.000000000000000000e+00
1.083250000000000046e+00,7.818351116768831321e-01,5.860502463821236075e-05,2.181062832984786426e-01,1.000000000000000000e+00
1.083499999999999908e+00,7.833889357299774758e-01,5.862341789781171694e-05,2.165524408521247168e-01,1.000000000000000000e+00
1.083749999999999991e+00,7.849304847300019317e-01,5.863855844430469137e-05,2.150108767115537500e-01,1.000000000000000000e+00
1.083999999999999853e+00,7.864591611918965164e-01,5.865050548029810377e-05,2.134821883026231937e-01,1.000000000000000000e+00
1.084249999999999936e+00,7.879744007297403430e-01,5.865931967086566735e-05,2.119669399505887952e-01,1.000000000000000000e+00
1.084500000000000020e+00,7.894756716902523452e-01,5.866506299318107365e-05,2.104656632467544752e-01,1.000000000000000000e+00
1.084749999999999881e+00,7.909624747345238571e-01,5.866779859046073370e-05,2.089788574668856869e-01,1.000000000000000000e+00
1.084999999999999964e+00,7.924343423700320743e-01,5.866759063009797015e-05,2.075069900393378408e-01,1.000000000000000000e+00
1.085250000000000048e+00,7.938908384372530547e-01,5.866450416645553828e-05,2.060504970585805007e-01,1.000000000000000000e+00
1.085499999999999909e+00,7.953315575576421770e-01,5.865860500848332104e-05,2.046097838373493460e-01,1.000000000000000000e+00
1.085749999999999993e+00,7.967561245418453009e-01,5.864995959170078477e-05,2.031852254985629935e-01,1.000000000000000000e+00
1.085999999999999854e+00,7.981641937666341668e-01,5.863863485551057235e-05,2.017771675985103319e-01,1.000000000000000000e+00
1.086249999999999938e+00,7.995554485211069373e-01,5.862469812521488413e-05,2.003859267807678590e-01,1.000000000000000000e+00
1.086500000000000021e+00,8.009296003265030661e-01,5.860821699899364240e-05,1.990117914564979440e-01,1.000000000000000000e+00
1.086749999999999883e+00,8.022863882331953134e-01,5.858925923991870717e-05,1.976550225075647815e-01,1.000000000000000000e+00
1.086999999999999966e+00,8.036255780980441354e-01,5.856789267297606922e-05,1.963158540092828919e-01,1.000000000000000000e+00
1.087250000000000050e+00,8.049469618443388930e-01,5.854418508702663828e-05,1.949944939705740843e-01,1.000000000000000000e+00
1.087499999999999911e+00,8.062503567078507238e-01,5.851820414166626974e-05,1.936911250880076207e-01,1.000000000000000000e+00
1.087749999999999995e+00,8.075356044717015847e-01,5.849001727900909924e-05,1.924059055110194094e-01,1.000000000000000000e+00
1.087999999999999856e+00,8.088025706923874791e-01,5.845969164031779628e-05,1.911389696159722096e-01,1.000000000000000000e+00
1.088249999999999940e+00,8.100581118312143447e-01,5.842378216718251675e-05,1.898834643866184613e-01,1.000000000000000000e+00
1.088500000000000023e+00,8.112945090823397987e-01,5.838587743769626924e-05,1.886471050402225014e-01,1.000000000000000000e+00
1.088749999999999885e+00,8.125117169700042385e-01,5.834604589601599168e-05,1.874299369840997376e-01,1.000000000000000000e+00
1.088999999999999968e+00,8.137097108496180731e-01,5.830435525323689872e-05,1.862319847951287022e-01,1.000000000000000000e+00
1.089249999999999829e+00,8.148884860622468418e-01,5.826087242901487609e-05,1.850532530653241359e-01,1.000000000000000000e+00
1.089499999999999913e+00,8.160480570959374180e-01,5.821566349774202952e-05,1.838937272405648526e-01,1.000000000000000000e+00
1.089749999999999996e+00,8.171884567545893985e-01,5.816879363899592133e-05,1.827533744517716163e-01,1.000000000000000000e+00
1.089999999999999858e+00,8.183097353386979966e-01,5.812032709236193662e-05,1.816321443342096276e-01,1.000000000000000000e+00
1.090249999999999941e+00,8.194119598340773303e-01,5.807032711601655019e-05,1.805299698388066476e-01,1.000000000000000000e+00
1.090500000000000025e+00,8.204952131161209472e-01,5.801885594957154865e-05,1.794467680279294708e-01,1.000000000000000000e+00
1.090749999999999886e+00,8.215595931641467287e-01,5.796597478035520062e-05,1.783824408610729106e-01,1.000000000000000000e+00
1.090999999999999970e+00,8.226052122927238752e-01,5.791174371355228530e-05,1.773368759635625680e-01,1.000000000000000000e+00
1.091250000000000053e+00,8.236321963956318992e-01,5.785622174558799303e-05,1.763099473826225116e-01,1.000000000000000000e+00
1.091499999999999915e+00,8.246406842077577126e-01,5.779946674097596697e-05,1.753015163255013109e-01,1.000000000000000000e+00
1.091749999999999998e+00,8.256308265818376180e-01,5.774153541227190637e-05,1.743114318827501119e-01,1.000000000000000000e+00
1.091999999999999860e+00,8.266027857833211367e-01,5.768248330303370989e-05,1.733395317333758234e-01,1.000000000000000000e+00
1.092249999999999943e+00,8.275567348010459678e-01,5.762236477362173398e-05,1.723856428341803970e-01,1.000000000000000000e+00
1.092500000000000027e+00,8.284928566781540882e-01,5.756123298978095136e-05,1.714495820888561339e-01,1.000000000000000000e+00
1.092749999999999888e+00,8.294113438595768217e-01,5.749913991385591157e-05,1.705311570005093313e-01,1.000000000000000000e+00
1.092999999999999972e+00,8.303123975579749239e-01,5.743613629830561274e-05,1.696301663057267761e-01,1.000000000000000000e+00
1.093249999999999833e+00,8.311962271391939439e-01,5.737227168171708672e-05,1.687464005891243513e-01,1.000000000000000000e+00
1.093499999999999917e+00,8.320630495261809312e-01,5.730759438686921733e-05,1.678796428794321893e-01,1.000000000000000000e+00
1.093750000000000000e+00,8.329130886217288587e-01,5.724215152103044867e-05,1.670296692267501104e-01,1.000000000000000000e+00
1.093999999999999861e+00,8.337465747499839264e-01,5.717598897799795938e-05,1.661962492610380704e-01,1.000000000000000000e+00
1.094249999999999945e+00,8.345637441173937576e-01,5.710915144211773520e-05,1.653791467311641339e-01,1.000000000000000000e+00
1.094500000000000028e+00,8.353648382924149240e-01,5.704168239399954091e-05,1.645781200251910659e-01,1.000000000000000000e+00
1.094749999999999890e+00,8.361501037037986084e-01,5.697362411772979217e-05,1.637929226720836740e-01,1.000000000000000000e+00
1.094999999999999973e+00,8.369197911577610505e-01,5.690501770968477743e-05,1.630233038245292587e-01,1.000000000000000000e+00
1.095250000000000057e+00,8.376741553742903523e-01,5.683590308873997995e-05,1.622690087226208999e-01,1.000000000000000000e+00
1.095499999999999918e+00,8.384134545402834870e-01,5.676631900766120726e-05,1.615297791407088457e-01,1.000000000000000000e+00
1.095750000000000002e+00,8.391379498828115402e-01,5.669630306572250218e-05,1.608053538141227257e-01,1.000000000000000000e+00
1.095999999999999863e+00,8.398479052586489413e-01,5.662589172248892061e-05,1.600954688496285805e-01,1.000000000000000000e+00
1.096249999999999947e+00,8.405435867624012625e-01,5.655512031250563461e-05,1.593998581172862417e-01,1.000000000000000000e+00
1.096500000000000030e+00,8.412252623520602990e-01,5.648402306096669346e-05,1.587182536248787357e-01,1.000000000000000000e+00
1.096749999999999892e+00,8.418932014909774608e-01,5.641263310019611638e-05,1.580503858759223501e-01,1.000000000000000000e+00
1.096999999999999975e+00,8.425476748068333466e-01,5.634098248682033362e-05,1.573959842106798235e-01,1.000000000000000000e+00
1.097249999999999837e+00,8.431889537675159030e-01,5.626910221970471215e-05,1.567547771302643944e-01,1.000000000000000000e+00
1.097499999999999920e+00,8.438173103724928570e-01,5.619702225842608388e-05,1.561264926052487179e-01,1.000000000000000000e+00
1.097750000000000004e+00,8.444330168602750541e-01,5.612477154230554211e-05,1.555108583681826528e-01,1.000000000000000000e+00
1.097999999999999865e+00,8.450363454307491251e-01,5.605237800983360396e-05,1.549076021912410284e-01,1.000000000000000000e+00
1.098249999999999948e+00,8.456275679830225211e-01,5.597986861856233868e-05,1.543164521483589291e-01,1.000000000000000000e+00
1.098500000000000032e+00,8.462069558670156644e-01,5.590726936524287121e-05,1.537371368636190894e-01,1.000000000000000000e+00
1.098749999999999893e+00,8.467747796505640245e-01,5.583460530635342900e-05,1.531693857441296103e-01,1.000000000000000000e+00
1.098999999999999977e+00,8.473313088981415664e-01,5.576190057864790725e-05,1.526129292012797789e-01,1.000000000000000000e+00
1.099249999999999838e+00,8.478768119650234025e-01,5.568917842002394861e-05,1.520674988565565711e-01,1.000000000000000000e+00
1.099499999999999922e+00,8.484115558027119919e-01,5.561646119043091470e-05,1.515328277360975806e-01,1.000000000000000000e+00
1.099750000000000005e+00,8.489358057785576506e-01,5.554377039282932339e-05,1.510086504510495253e-01,1.000000000000000000e+00
1.099999999999999867e+00,8.494498255047692181e-01,5.547112669413460575e-05,1.504947033685366531e-01,1.000000000000000000e+00
1.100249999999999950e+00,8.499538766817202884e-01,5.539854994617181348e-05,1.499907247683335276e-01,1.000000000000000000e+00
1.100500000000000034e+00,8.504482189509180445e-01,5.532605920648373546e-05,1.494964549898754602e-01,1.000000000000000000e+00
1.100749999999999895e+00,8.509331097585639547e-01,5.525367275908556983e-05,1.490116365686769695e-01,1.000000000000000000e+00
1.100999999999999979e+00,8.514088042302260240e-01,5.518140813500304031e-05,1.485360143616389628e-01,1.000000000000000000e+00
1.101249999999999840e+00,8.518755550549999001e-01,5.510928213268995597e-05,1.480693356628673962e-01,1.000000000000000000e+00
1.101499999999999924e+00,8.523336123784619467e-01,5.503731083809695608e-05,1.476113503106999680e-01,1.000000000000000000e+00
1.101750000000000007e+00,8.527832237054923104e-01,5.496550964462117568e-05,1.471618107848630674e-01,1.000000000000000000e+00
1.101999999999999869e+00,8.532246338108696593e-01,5.489389327267257113e-05,1.467204722958576624e-01,1.000000000000000000e+00
1.102249999999999952e+00,8.536580846592007887e-01,5.482247578901877703e-05,1.462870928650101821e-01,1.000000000000000000e+00
1.102500000000000036e+00,8.540838153305279068e-01,5.475127062564714086e-05,1.458614333988464407e-01,1.000000000000000000e+00
1.102749999999999897e+00,8.545020619545682372e-01,5.468029059843772011e-05,1.454432577548333272e-01,1.000000000000000000e+00
1.102999999999999980e+00,8.549130576528937153e-01,5.460954792540806028e-05,1.450323327991808742e-01,1.000000000000000000e+00
1.103249999999999842e+00,8.553170324839515226e-01,5.453905424444303103e-05,1.446284284618040428e-01,1.000000000000000000e+00
1.103499999999999925e+00,8.557142133987277743e-01,5.446882063078382040e-05,1.442313177806414382e-01,1.000000000000000000e+00
1.103750000000000009e+00,8.561048241987838647e-01,5.439885761404048307e-05,1.438407769436020889e-01,1.000000000000000000e+00
1.103999999999999870e+00,8.564890854998838954e-01,5.432917519466545732e-05,1.434565853249214484e-01,1.000000000000000000e+00
1.104249999999999954e+00,8.568672147030523822e-01,5.425978286011042028e-05,1.430785255140875067e-01,1.000000000000000000e+00
1.104500000000000037e+00,8.572394259669767758e-01,5.419068960051381251e-05,1.427063833434226992e-01,1.000000000000000000e+00
1.104749999999999899e+00,8.576059301865406326e-01,5.412190392381964422e-05,1.423399479095355524e-01,1.000000000000000000e+00
1.104999999999999982e+00,8.579669349745232543e-01,5.405343387049138596e-05,1.419790115916062523e-01,1.000000000000000000e+00
1.105249999999999844e+00,8.583226446479125249e-01,5.398528702785861284e-05,1.416233700650596228e-01,1.000000000000000000e+00
1.105499999999999927e+00,8.586732602154573124e-01,5.391747054377923941e-05,1.412728223139989026e-01,1.000000000000000000e+00
1.105750000000000011e+00,8.590189793696967335e-01,5.384999113998760695e-05,1.409271706391632684e-01,1.000000000000000000e+00
1.105999999999999872e+00,8.593599964816545089e-01,5.378285512494601292e-05,1.405862206632205458e-01,1.000000000000000000e+00
1.106249999999999956e+00,8.596965025965932483e-01,5.371606840613465760e-05,1.402497813350006284e-01,1.000000000000000000e+00
1.106500000000000039e+00,8.600286854333775155e-01,5.364963650198150682e-05,1.399176649301205055e-01,1.000000000000000000e+00
1.106749999999999901e+00,8.603567293843225050e-01,5.358356455328450418e-05,1.395896870511242061e-01,1.000000000000000000e+00
1.106999999999999984e+00,8.606808155176234321e-01,5.351785733415499274e-05,1.392656666250424169e-01,1.000000000000000000e+00
1.107249999999999845e+00,8.610011215806286922e-01,5.345251926256643299e-05,1.389454259001087488e-01,1.000000000000000000e+00
1.107499999999999929e+00,8.613178220043133937e-01,5.338755441041198395e-05,1.386287904412761840e-01,1.000000000000000000e+00
1.107750000000000012e+00,8.616310879085756769e-01,5.332296651316599816e-05,1.383155891249111535e-01,1.000000000000000000e+00
1.107999999999999874e+00,8.619410871087893611e-01,5.325875897909163569e-05,1.380056541322315367e-01,1.000000000000000000e+00
1.108249999999999957e+00,8.622479841224798269e-01,5.319493489811360208e-05,1.376988209426220633e-01,1.000000000000000000e+00
1.108499999999999819e+00,8.625519401762964389e-01,5.313149705016666089e-05,1.373949283266533983e-01,1.000000000000000000e+00
1.108749999999999902e+00,8.628531132139682924e-01,5.306844791333471231e-05,1.370938183381183728e-01,1.000000000000000000e+00
1.108999999999999986e+00,8.631516579033362557e-01,5.300578967144219382e-05,1.367953363069923101e-01,1.000000000000000000e+00
1.109249999999999847e+00,8.634477256448144233e-01,5.294352422143137801e-05,1.364993308309641329e-01,1.000000000000000000e+00
1.109499999999999931e+00,8.637414645785903566e-01,5.288165318032490885e-05,1.362056537682293234e-01,1.000000000000000000e+00
1.109750000000000014e+00,8.640330195923152656e-01,5.282017789194917658e-05,1.359141602297927742e-01,1.000000000000000000e+00
1.109999999999999876e+00,8.643225323283608708e-01,5.275909943319290858e-05,1.356247085722059320e-01,1.000000000000000000e+00
1.110249999999999959e+00,8.646101411908144740e-01,5.269841862019183806e-05,1.353371603905653420e-01,1.000000000000000000e+00
1.110500000000000043e+00,8.648959813524930151e-01,5.263813601404187354e-05,1.350513805114929300e-01,1.000000000000000000e+00
1.110749999999999904e+00,8.651801847613278529e-01,5.257825192645378912e-05,1.347672369867456976e-01,1.000000000000000000e+00
1.110999999999999988e+00,8.654628801464860910e-01,5.251876642497118464e-05,1.344846010870889286e-01,1.000000000000000000e+00
1.111249999999999849e+00,8.657441930236943195e-01,5.245967933815762056e-05,1.342033472969675345e-01,1.000000000000000000e+00
1.111499999999999932e+00,8.660242457011295691e-01,5.240099026041522578e-05,1.339233533086100214e-01,1.000000000000000000e+00
1.111750000000000016e+00,8.663031572843613581e-01,5.234269855680389499e-05,1.336445000170818354e-01,1.000000000000000000e+00
1.111999999999999877e+00,8.665810436807591666e-01,5.228480336751457804e-05,1.333666715158733085e-01,1.000000000000000000e+00
1.112249999999999961e+00,8.668580176042008922e-01,5.222730361235614906e-05,1.330897550921867623e-01,1.000000000000000000e+00
1.112499999999999822e+00,8.671341885796040039e-01,5.217019799500255834e-05,1.328136412224009966e-01,1.000000000000000000e+00
1.112749999999999906e+00,8.674096629465344321e-01,5.211348500718519821e-05,1.325382235684583743e-01,1.000000000000000000e+00
1.112999999999999989e+00,8.676845438632005969e-01,5.205716293279787543e-05,1.322633989738666027e-01,1.000000000000000000e+00
1.113249999999999851e+00,8.679589313109206117e-01,5.200122985188248068e-05,1.319890674592275048e-01,1.000000000000000000e+00
1.113499999999999934e+00,8.682329220976006123e-01,5.194568364458288412e-05,1.317151322187548046e-01,1.000000000000000000e+00
1.113750000000000018e+00,8.685066098617730823e-01,5.189052199508054867e-05,1.314414996162318328e-01,1.000000000000000000e+00
1.113999999999999879e+00,8.687800850777142037e-01,5.183574239546318013e-05,1.311680791798903456e-01,1.000000000000000000e+00
1.114249999999999963e+00,8.690534350590363166e-01,5.178134214958288780e-05,1.308947835988140962e-01,1.000000000000000000e+00
1.114499999999999824e+00,8.693267439649010608e-01,5.172731837695111973e-05,1.306215287167220018e-01,1.000000000000000000e+00
1.114749999999999908e+00,8.696000928050331424e-01,5.167366801659426185e-05,1.303482335269502690e-01,1.000000000000000000e+00
1.114999999999999991e+00,8.698735594454538589e-01,5.162038783095869703e-05,1.300748201667151771e-01,1.000000000000000000e+00
1.115249999999999853e+00,8.701472186168980327e-01,5.156747440992633081e-05,1.298012139086920369e-01,1.000000000000000000e+00
