wavelength_um,wavelength_nm,theta_plus_deg,theta_minus_deg,phi_deg,harmonics,R_plus,T_plus,A_plus,R_minus,T_minus,A_minus,emissivity_same_channel,emissivity_reverse_channel,eta,conservation_plus,conservation_minus
15.0270000000,15027.0000000000,1.0000000000,-1.0000000000,0.0000000000,57.0000000000,0.9545656277,0.0000000000,0.0454343723,0.8603897717,0.0000000000,0.1396102283,0.1396102283,0.0454343723,0.0941758559,1.0000000000,1.0000000000
15.0280000000,15028.0000000000,1.0000000000,-1.0000000000,0.0000000000,57.0000000000,0.9548723356,0.0000000000,0.0451276644,0.8624314943,0.0000000000,0.1375685057,0.1375685057,0.0451276644,0.0924408413,1.0000000000,1.0000000000
15.0290000000,15029.0000000000,1.0000000000,-1.0000000000,0.0000000000,57.0000000000,0.9551727877,0.0000000000,0.0448272123,0.8644704693,0.0000000000,0.1355295307,0.1355295307,0.0448272123,0.0907023184,1.0000000000,1.0000000000
15.0300000000,15030.0000000000,1.0000000000,-1.0000000000,0.0000000000,57.0000000000,0.9554667060,0.0000000000,0.0445332940,0.8665023128,0.0000000000,0.1334976872,0.1334976872,0.0445332940,0.0889643931,1.0000000000,1.0000000000
15.0310000000,15031.0000000000,1.0000000000,-1.0000000000,0.0000000000,57.0000000000,0.9557538572,0.0000000000,0.0442461428,0.8685230919,0.0000000000,0.1314769081,0.1314769081,0.0442461428,0.0872307652,1.0000000000,1.0000000000
15.0320000000,15032.0000000000,1.0000000000,-1.0000000000,0.0000000000,57.0000000000,0.9560340495,0.0000000000,0.0439659505,0.8705292992,0.0000000000,0.1294707008,0.1294707008,0.0439659505,0.0855047503,1.0000000000,1.0000000000
15.0330000000,15033.0000000000,1.0000000000,-1.0000000000,0.0000000000,57.0000000000,0.9563071296,0.0000000000,0.0436928704,0.8725178272,0.0000000000,0.1274821728,0.1274821728,0.0436928704,0.0837893024,1.0000000000,1.0000000000
15.0340000000,15034.0000000000,1.0000000000,-1.0000000000,0.0000000000,57.0000000000,0.9565729790,0.0000000000,0.0434270210,0.8744859417,0.0000000000,0.1255140583,0.1255140583,0.0434270210,0.0820870373,1.0000000000,1.0000000000
15.0350000000,15035.0000000000,1.0000000000,-1.0000000000,0.0000000000,57.0000000000,0.9568315111,0.0000000000,0.0431684889,0.8764312554,0.0000000000,0.1235687446,0.1235687446,0.0431684889,0.0804002557,1.0000000000,1.0000000000
15.0360000000,15036.0000000000,1.0000000000,-1.0000000000,0.0000000000,57.0000000000,0.9570826686,0.0000000000,0.0429173314,0.8783517015,0.0000000000,0.1216482985,0.1216482985,0.0429173314,0.0787309672,1.0000000000,1.0000000000
